country_tcf,item_tcf,item_group,item_type,processed,variable,value,unit
macedonia,cheese (whole cow milk),milk,livestock products,processed,yield,,kg/milk_an
macedonia,sheep milk,milk,livestock products,primary,yield,40,kg/milk_an
macedonia,cheese of sheep milk,milk,livestock products,processed,yield,,kg/milk_an
macedonia,hen eggs,eggs,livestock products,primary,yield,,kg/lay_an
macedonia,"wool, greasy",wool,livestock products,primary,yield,,kg/an_shorn
macedonia,honey,honey,livestock products,primary,yield,15,kg/hive
slovenia,wheat,cereals,crops and derived products,primary,seeding rates,250,kg/ha
slovenia,barley,cereals,crops and derived products,primary,seeding rates,164,kg/ha
slovenia,maize,cereals,crops and derived products,primary,seeding rates,45,kg/ha
slovenia,rye,cereals,crops and derived products,primary,seeding rates,250,kg/ha
slovenia,oats,cereals,crops and derived products,primary,seeding rates,139,kg/ha
slovenia,millet,cereals,crops and derived products,primary,seeding rates,25,kg/ha
slovenia,buckwheat,cereals,crops and derived products,primary,seeding rates,64,kg/ha
slovenia,mixed grain,cereals,crops and derived products,primary,seeding rates,50,kg/ha
slovenia,potatoes,roots and tubers,crops and derived products,primary,seeding rates,,kg/ha
slovenia,"beans, dry",pulses,crops and derived products,primary,seeding rates,70,kg/ha
slovenia,"peas, dry",pulses,crops and derived products,primary,seeding rates,40,kg/ha
slovenia,"cow peas, dry",pulses,crops and derived products,primary,seeding rates,30,kg/ha
slovenia,lentils,pulses,crops and derived products,primary,seeding rates,30,kg/ha
slovenia,vetches,pulses,crops and derived products,primary,seeding rates,30,kg/ha
slovenia,chestnuts,nuts,crops and derived products,primary,seeding rates,,kg/ha
slovenia,almonds,nuts,crops and derived products,primary,seeding rates,,kg/ha
slovenia,walnuts,nuts,crops and derived products,primary,seeding rates,,kg/ha
slovenia,pistachios,nuts,crops and derived products,primary,seeding rates,,kg/ha
slovenia,sunflower seed,oil-bearing crops,crops and derived products,primary,seeding rates,11,kg/ha
slovenia,rapeseed,oil-bearing crops,crops and derived products,primary,seeding rates,10,kg/ha
slovenia,cabbages,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,lettuce,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,spinach,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,tomatoes,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,cauliflower,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,cucumbers and gherkins,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,eggplants,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,"chillies+peppers, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,"onions, dry",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,garlic,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,leeks and oth.alliac.veg,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,"beans, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,"peas, green",vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,carrots,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,watermelons,vegetables and melons,crops and derived products,primary,seeding rates,,kg/ha
slovenia,bananas,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
slovenia,oranges,fruits and berries,crops and derived products,primary,seeding rates,,plants/ha
