species,species_name,isscaap_division_code,isscaap_division_name,isscaap_group_code,isscaap_group_name,fao_group_code,fao_group_name,cpc_division_code,cpc_division_name,cpc_group_code,cpc_group_name,cpc_class_code,cpc_class_name
ECN,"Suckerfishes, remoras NEI",3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
HSL,Suckermouth catfish,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
CTM,Suckers NEI,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
RLQ,Suco croaker,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
EWS,Summan grouper,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
FLS,Summer flounder,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
MOP,Sunfish,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
SSD,Surf clams NEI,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
SUS,Surf smelt,2,Diadromous fishes,23,"Salmons, trouts, smelts",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
SUR,Surgeonfishes NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
MUR,Surmullet,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
MUX,Surmullets(=Red mullets) NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TCP,Swallowtail dart,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
AHN,Swallowtail seaperch,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
UDQ,Swarming squat lobster,4,Crustaceans,44,"King crabs, squat-lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",439,"Other crustaceans, live, fresh or chilled"
PBX,"Sweetlips, rubberlips NEI",3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
SWM,"Swimming crabs, etc. NEI",4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
SWO,Swordfish,3,Marine fishes,36,"Tunas, bonitos, billfishes",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
EQI,Sword razor shell,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
EPN,Swordspine snook,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
OJE,Swordtip squid,5,Molluscs,57,"Squids, cuttlefishes, octopuses",1570,Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",446,"Cuttlefish and squid, live, fresh or chilled"
OYS,Sydney cupped oyster,5,Molluscs,53,Oysters,1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",442,"Oysters, live, fresh or chilled"
YFX,Symphodus wrasses NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
FSY,Syracusan fusus,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
TCL,Taca clam,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
SAO,Tadpole codling,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
OBM,Talang queenfish,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
MIT,Tallfin croaker,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TXY,"Tambacu, hybrid",1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
TXZ,"Tambatinga, hybrid",1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
TZK,Tanaka's snailfish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
LTG,Tanganyika lates,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
LQD,Tangle,9,Aquatic plants,91,Brown seaweeds,1594,Aquatic Plants,4,Fish and other fishing products,49,Other aquatic plants and animals,493,"Seaweeds and other algae, fresh, frozen or dried, whether or not ground"
CVB,Tanner crab,4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
PCR,Tanner crabs NEI,4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
MUN,Taquilla clams,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
TCR,[Taractes rubescens],3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
TAK,Tarakihi,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
AWT,Tarek,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
TAR,Tarpon,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
EPS,Tarpon snook,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TAU,Tautog,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
GFX,[Tegula spp],5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
QPT,Tehuelche scallop,5,Molluscs,55,"Scallops, pectens",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",444,"Scallops, live, fresh or chilled"
TWL,Tellins NEI,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
FTE,Tench,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
THO,Terapon perches NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
VAS,Tete sea catfish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TOB,Thai mahseer,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
MKG,Thickback sole,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
THS,Thickback soles NEI,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
MLR,Thicklip grey mullet,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
MGC,Thinlip grey mullet,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
RJC,Thornback ray,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
LDE,Thorntooth grenadier,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
DZX,Thorny oysters NEI,5,Molluscs,53,Oysters,1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",442,"Oysters, live, fresh or chilled"
RNH,Thor's scaldfish,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
THD,Threadfin and dwarf breams NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
THB,Threadfin breams NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NGN,Threadfin jack,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
GDE,Threadfin rockling,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
CDA,Threadfin shad,2,Diadromous fishes,24,Shads,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
THF,"Threadfins, tasselfishes NEI",3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
THX,Thread herrings NEI,3,Marine fishes,35,"Herrings, sardines, anchovies",1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
FIL,Threadsail filefish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TSI,Threadtail anthias,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
GGU,Three-bearded rockling,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
GTA,Three-spined stickleback,2,Diadromous fishes,25,Miscellaneous diadromous fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NYR,Three-spot flounder,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
TGH,Three spot gourami,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
STA,Three spotted tilapia,1,Freshwater fishes,12,Tilapias and other cichlids,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
ALV,Thresher,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
THR,Thresher sharks NEI,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
LTK,Thumbprint emperor,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NSI,Thumbprint monocle bream,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TWY,[Thynnichthys vaillanti],1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
MRR,Ticon cownose ray,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
EXF,"Tiger-dragon grouper, hybrid",3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
HCV,Tiger fish,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
THE,Tigerperches NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TXK,Tiger pufferfish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TIG,Tiger shark,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
UDT,Tiger sorubim,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
LKR,Tigertooth croaker,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
OIH,Tilapia shiranus,1,Freshwater fishes,12,Tilapias and other cichlids,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
TLP,Tilapias NEI,1,Freshwater fishes,12,Tilapias and other cichlids,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
TIS,Tilefishes NEI,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
BFS,Tinfoil barb,1,Freshwater fishes,11,"Carps, barbels and other cyprinids",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
RRJ,Titi shrimp,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
TFD,"Toadfishes, etc. NEI",3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TDF,Toadfishes NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NOZ,Toad notie,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
QSX,Todarodes flying squids NEI,5,Molluscs,57,"Squids, cuttlefishes, octopuses",1570,Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",446,"Cuttlefish and squid, live, fresh or chilled"
TOL,Toli shad,2,Diadromous fishes,24,Shads,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
HLL,Tomtate grunt,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TOX,Tonguefishes,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
YOX,Tonguesole NEI,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
YLQ,Toothed flounder,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
KCB,Toothed rock crab,4,Crustaceans,42,"Crabs, sea-spiders",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",431,"Crabs, live, fresh or chilled"
ODN,Toothed whales NEI,6,"Whales, seals and other aquatic mammals",62,"Sperm-whales, pilot-whales",1579,Aquatic Mammals,,,,,,
GAG,Tope shark,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
ZGP,Topknot,3,Marine fishes,31,"Flounders, halibuts, soles",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",423,"Flatfish, live, fresh or chilled"
ZRM,Top shells,5,Molluscs,52,"Abalones, winkles, conchs",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",449,"Other molluscs, live, fresh or chilled"
TOE,Torpedo rays,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
DLX,Torpedo sand perch,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
HAS,Torpedo scad,3,Marine fishes,37,Miscellaneous pelagic fishes,1527,Pelagic Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",426,"Other pelagic fish, live, fresh or chilled"
CTO,Torpedo-shaped catfishes NEI,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
QFF,[Torquigener flavimaculosus],3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
GEU,Torroto grunt,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
JDO,Tortonese's stingray,3,Marine fishes,38,"Sharks, rays, chimaeras",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
WEM,Totoaba,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
YEU,Trachypenaeus shrimps NEI,4,Crustaceans,45,"Shrimps, prawns",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",436,"Other shrimps and prawns, live, fresh or chilled"
HWU,Trahira,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
FIM,Transparent goby,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
SFP,Treefish,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TRT,Trematomus NEI,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NOA,Triangular rockcod,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TVM,Triangular tivela,5,Molluscs,56,"Clams, cockles, arkshells",1562,Molluscs excl. Cephalopods,4,Fish and other fishing products,44,"Molluscs live, fresh or chilled",445,"Clams, cockles and ark shells, live, fresh or chilled"
UVH,Tricolour parrotfish,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TRI,"Triggerfishes, durgons NEI",3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
LOB,Tripletail,3,Marine fishes,34,Miscellaneous demersal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
TPU,[Triportheus angulatus],1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
XOD,Trisopterus NEI,3,Marine fishes,32,"Cods, hakes, haddocks",1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",424,"Fish of Gadiformes, live, fresh or chilled"
TSH,Trochus shells NEI,8,Miscellaneous aquatic animal products,81,"Pearls, mother-of-pearl, shells",,,4,Fish and other fishing products,49,Other aquatic plants and animals,491,"Coral and similar products, shells of molluscs, crustaceans or echinoderms and cuttle-bone; live aquatic plants and animals for ornamental purpose"
JTP,Tropical gar,1,Freshwater fishes,13,Miscellaneous freshwater fishes,1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",421,"Freshwater fish, live, fresh or chilled"
SLV,Tropical spiny lobsters NEI,4,Crustaceans,43,"Lobsters, spiny-rock lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",432,"Rock lobster and other sea crawfish, live, fresh or chilled"
TRO,Trouts NEI,2,Diadromous fishes,23,"Salmons, trouts, smelts",1501,Freshwater and Diadromous Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",422,"Salmonidae, live, fresh or chilled"
PKP,Trout sweetlips,3,Marine fishes,33,Miscellaneous coastal fishes,1514,Demersal Marine Fish,4,Fish and other fishing products,42,"Fish live, fresh or chilled for human consumption",429,"Other fish, live, fresh or chilled"
NEX,"True lobsters,lobsterettes NEI",4,Crustaceans,43,"Lobsters, spiny-rock lobsters",1553,Crustaceans,4,Fish and other fishing products,43,"Crustaceans, live, fresh or chilled",439,"Other crustaceans, live, fresh or chilled"
